,날짜,시가,고가,저가,종가,거래량,등락률,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2019-10-18,3453,4488,3453,4489,2385,,,,,,,,
1,2019-10-21,5833,5833,5833,5833,1858,29.939852973936286,,,,,,,
2,2019-10-22,7574,7574,7574,7575,6563,29.86456368935368,,,,,,,
3,2019-10-23,9819,9819,9490,9819,89947,29.62376237623762,,,,,,,
4,2019-10-24,11221,12721,11125,12721,205643,29.55494449536613,,,,,,,
5,2019-10-25,14752,16494,14752,16494,38942,29.659617954563323,,,,,,,
6,2019-10-28,0,0,0,16494,0,0.0,,,,,,,
7,2019-10-29,21427,21427,13156,13834,974821,-16.127076512671273,,,,,,,
8,2019-10-30,14075,17219,12430,15236,1116585,10.134451351742085,,,,,,,
9,2019-10-31,14801,17896,13350,13979,620535,-8.250196902074034,,,,,,,
10,2019-11-01,14510,15236,13350,13592,169834,-2.7684383718434793,,,,,,,
11,2019-11-04,13543,13543,11898,12092,103828,-11.03590347263096,,,,,,,
12,2019-11-05,11898,11947,10157,10303,122333,-14.79490572279193,,,,,,,
13,2019-11-06,10157,11657,10012,10593,130653,2.8147141609240025,,,,,,,
14,2019-11-07,10689,10786,9722,9819,47008,-7.306711979609176,,51.74705178782485,,,,,
15,2019-11-08,9867,11318,9673,10061,220864,2.46460943069559,,52.69782678092092,,,,,
16,2019-11-11,10012,10447,9722,10061,84930,0.0,,52.69782678092093,,,,,
17,2019-11-12,10205,10254,9673,10158,109586,0.9641188748633336,,53.12716627671201,,,,,
18,2019-11-13,10205,10447,9770,10158,124240,0.0,,53.12716627671202,,,,,
19,2019-11-14,10205,10205,9915,10206,74335,0.4725339633786178,11175.85,53.370063996053766,4954.170314416692,11175.85,17397.529685583308,111.34150307284558,0.42205882904520886
20,2019-11-15,10447,12382,10254,10496,911868,2.8414658044287675,11476.2,54.89098621127286,6044.984276057524,11476.2,16907.41572394248,94.6518137352517,0.40976237643452673
21,2019-11-18,12624,12769,10738,11077,350891,5.5354420731707314,11738.4,57.856727466611886,6954.485310125189,11738.4,16522.31468987481,81.50880341230167,0.43087251311150504
22,2019-11-19,10883,11076,10109,10641,170401,-3.936083777195992,11891.7,54.937717497054756,7468.362612913187,11891.7,16315.037387086813,74.39369286286758,0.3586248469706146
