,날짜,시가,고가,저가,종가,거래량,등락률,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2017-01-02,88900,88900,87000,87700,1779,-0.2275312855517633,,,,,,,
1,2017-01-03,88500,90000,86900,89300,1712,1.8244013683010265,,,,,,,
2,2017-01-04,89700,89700,89000,89500,1725,0.2239641657334826,,,,,,,
3,2017-01-05,88900,89500,88500,89300,624,-0.2234636871508379,,,,,,,
4,2017-01-06,89000,89600,88800,89400,757,0.1119820828667413,,,,,,,
5,2017-01-09,89700,89700,88100,88500,685,-1.006711409395973,,,,,,,
6,2017-01-10,88800,88800,87500,88400,1508,-0.1129943502824858,,,,,,,
7,2017-01-11,88300,89000,87200,88000,2243,-0.4524886877828055,,,,,,,
8,2017-01-12,89100,89600,88000,88200,1133,0.2272727272727272,,,,,,,
9,2017-01-13,89300,89300,86600,87000,4492,-1.3605442176870748,,,,,,,
10,2017-01-16,87000,88000,85700,86700,3381,-0.3448275862068966,,,,,,,
11,2017-01-17,87000,87600,84800,86100,3028,-0.6920415224913495,,,,,,,
12,2017-01-18,84600,86300,84500,85100,3290,-1.1614401858304295,,,,,,,
13,2017-01-19,87000,87600,85100,86000,4921,1.0575793184488838,,,,,,,
14,2017-01-20,86000,86900,84700,84900,2585,-1.2790697674418603,,28.206683615128348,,,,,
15,2017-01-23,84600,85000,84100,84300,1822,-0.7067137809187279,,25.481692790806456,,,,,
16,2017-01-24,84400,85800,84400,85800,1724,1.7793594306049825,,40.86310545077178,,,,,
17,2017-01-25,85000,86900,84500,85900,2584,0.1165501165501165,,41.72667332746792,,,,,
18,2017-01-26,86900,87400,84900,86500,4023,0.6984866123399301,,46.751079133772954,,,,,
19,2017-01-31,86500,87000,85400,86300,2481,-0.2312138728323699,87145.0,45.347516388095514,83985.5854972796,87145.0,90304.4145027204,7.250936950416907,0.36627269083046643
20,2017-02-01,86900,87000,86000,86600,1210,0.3476245654692931,87090.0,47.8754099686415,83932.84938591774,87090.0,90247.15061408226,7.250317175524768,0.42239838070848007
21,2017-02-02,86200,88200,86000,87200,2001,0.6928406466512702,86985.0,52.597802059450714,83993.4953618622,86985.0,89976.5046381378,6.878208054579077,0.535935093875341
22,2017-02-03,88200,88200,87000,87500,779,0.3440366972477064,86885.0,54.80269069698124,84110.63520783585,86885.0,89659.36479216415,6.38629174693941,0.6108361816256086
23,2017-02-06,87400,87400,86300,86900,860,-0.6857142857142857,86765.0,49.812248757311565,84220.7712367006,86765.0,89309.2287632994,5.8646430318663,0.5265306331622731
24,2017-02-07,86800,86800,85800,86400,1138,-0.5753739930955121,86615.0,46.049017309067736,84374.2188861917,86615.0,88855.7811138083,5.174117909850038,0.45202565777730114
25,2017-02-08,85900,86800,85100,85600,2161,-0.9259259259259258,86470.0,40.74501257205081,84364.67342200788,86470.0,88575.32657799212,4.869495959274015,0.29338122429686625
26,2017-02-09,85100,85900,84500,84700,2443,-1.0514018691588785,86285.0,35.7554447849803,84241.2045112096,86285.0,88328.7954887904,4.737313527937429,0.1122410464517508
27,2017-02-10,85000,85300,84300,85100,3770,0.4722550177095631,86140.0,39.31249440573287,84194.33815887755,86140.0,88085.66184112245,4.517441005624444,0.2327387580875754
28,2017-02-13,84900,84900,83500,83800,4021,-1.527614571092832,85920.0,32.930948705266054,83960.81649659865,85920.0,87879.18350340135,4.56048301536627,-0.0410417136320963
29,2017-02-14,83800,84200,82600,83900,3893,0.1193317422434367,85765.0,33.82088226981732,83685.31252347858,85765.0,87844.68747652142,4.8497346855277,0.051615321759909946
30,2017-02-15,83900,84700,83200,84200,2689,0.3575685339690107,85640.0,36.541281596482264,83500.46734074938,85640.0,87779.53265925062,4.996573235055155,0.16347791098819503
