rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 46 기 3분기말,617847532923,제 45 기말,579056069012,7,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 46 기 3분기말,332822288675,제 45 기말,315557862691,8,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 46 기 3분기말,19527791465,제 45 기말,16568454859,9,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,유동 당기손익-공정가치 측정 금융자산,-,제 46 기 3분기말,1584868348,제 45 기말,848416111,10,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_Inventories,유동재고자산,-,제 46 기 3분기말,142577784170,제 45 기말,138647967520,11,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 46 기 3분기말,6216169722,제 45 기말,3293138726,12,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 46 기 3분기말,726616000,제 45 기말,807500000,13,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 46 기 3분기말,11211586348,제 45 기말,6411255783,14,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 46 기 3분기말,150977472622,제 45 기말,148981129692,15,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 46 기 3분기말,285025244248,제 45 기말,263498206321,16,KRW,,,,,연결
20241114001312,11014,2024,00156354,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 46 기 3분기말,6603949781,제 45 기말,6363132347,17,KRW,,,,,연결
