rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 62 기 1분기말,301796331174,제 61 기말,303534566762,7,KRW,,,,,연결
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 62 기 1분기말,88577757087,제 61 기말,94253417810,8,KRW,,,,,연결
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 62 기 1분기말,18154782038,제 61 기말,25703493532,9,KRW,,,,,연결
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치금융자산,-,제 62 기 1분기말,0,제 61 기말,15730000,10,KRW,,,,,연결
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 62 기 1분기말,327870153,제 61 기말,399972868,11,KRW,,,,,연결
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 62 기 1분기말,39907516570,제 61 기말,41593421650,12,KRW,,,,,연결
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정비유동자산,-,제 62 기 1분기말,5634365440,제 61 기말,5634365440,13,KRW,,,,,연결
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타자산,-,제 62 기 1분기말,1594002142,제 61 기말,1148900782,14,KRW,,,,,연결
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타수취채권,-,제 62 기 1분기말,22959220744,제 61 기말,19757533538,15,KRW,,,,,연결
20240516000640,11013,2024,00133511,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 62 기 1분기말,213218574087,제 61 기말,209281148952,16,KRW,,,,,연결
