news_title,news_category,news_date
"<유>진에어, 5.35% 오르며 체결강도 강세 지속(203%)",증권News봇,2019.06.18
"<유>진에어, 3.13% 오르며 체결강도 강세 지속(118%)",증권News봇,2019.06.13
"진에어, 객실승무원 신규 유니폼 설명회 개최",산업기업,2019.06.13
"<유>진에어, 전일 대비 8.97% 상승.. 일일회전율은 1.51% 기록",증권News봇,2019.06.12
"<유>진에어, 매수잔량 466% 급증",증권News봇,2019.06.12
"“KCGI, 한진칼 지분 20%까지 올릴 것”",증권종목·투자전략,2019.06.12
"“KCGI, 한진칼 지분 20%까지 올릴 것”",증권국내증시,2019.06.11
"<유>진에어, 전일 대비 7.14% 상승.. 일일회전율은 0.79% 기록",증권News봇,2019.06.11
"<유>진에어, 6.65% 오르며 체결강도 강세 지속(259%)",증권News봇,2019.06.11
"<유>진에어, 3.69% 오르며 체결강도 강세 지속(230%)",증권News봇,2019.06.11
“진에어에 니니즈가 떴다”…카카오-진에어 콜라보 진행,문화·스포츠라이프,2019.06.11
"<유>진에어, 매도잔량 739% 급증",증권News봇,2019.06.10
"진에어, 직원들 의견 반영해 유니폼 재단",산업기업,2019.05.30
"<유>진에어, 3.01% 오르며 체결강도 강세 지속(169%)",증권News봇,2019.05.24
"<유>진에어, 3.26% 오르며 체결강도 강세 지속(217%)",증권News봇,2019.05.24
"<유>흥아해운, 상한가 진입.. +29.80% ↑",증권News봇,2019.05.24
[SEN][특징주]한진칼우·대한항공우 上...한진가 삼남매 분쟁 가능성,증권국내증시,2019.05.09
"<유>진에어, 3.64% 오르며 체결강도 강세 지속(161%)",증권News봇,2019.05.02
"진에어, 어린이날·어버이날 맞이 가족의 달 이벤트 개최",산업기업,2019.05.02
"<유>진에어, 3.04% 오르며 체결강도 강세 지속(134%)",증권News봇,2019.05.02
"진에어, 서울식물원에 미세먼지 저감 위해 나무심기 활동 추진",산업기업,2019.04.25
"<유>진에어, 3.07% 오르며 체결강도 강세 지속(214%)",증권News봇,2019.04.25
국제 유가 급등에 희비 엇갈린 조선·정유·화학·항공주,증권종목·투자전략,2019.04.23
"<유>진에어, 매도잔량 355% 급증",증권News봇,2019.04.23
"<유>진에어, 3.31% 오르며 체결강도 강세 지속(150%)",증권News봇,2019.04.18
"<유>진에어, 매수잔량 526% 급증",증권News봇,2019.04.17
"<유>진에어, 매도잔량 592% 급증",증권News봇,2019.04.16
"<유>진에어, 전일 대비 9.90% 상승.. 일일회전율은 1.99% 기록",증권News봇,2019.04.15
"<유>진에어, 3.62% 오르며 체결강도 강세로 반전(107%)",증권News봇,2019.04.15
"<유>진에어, 5.61% 오르며 체결강도 강세 지속(272%)",증권News봇,2019.04.12
"<유>진에어, 3.61% 오르며 체결강도 강세 지속(249%)",증권News봇,2019.04.12
"<유>진에어, 3.01% 오르며 체결강도 강세 지속(241%)",증권News봇,2019.04.12
"<유>진에어, 5.30% 오르며 체결강도 강세 지속(272%)",증권News봇,2019.04.10
"<유>대한항공우, 상한가 진입.. +29.89% ↑",증권News봇,2019.04.10
"<유>진에어, 4.66% 오르며 체결강도 강세 지속(266%)",증권News봇,2019.04.10
"<유>진에어, 4.03% 오르며 체결강도 강세 지속(380%)",증권News봇,2019.04.10
[SEN]이베스트투자 “조양호 별세로 한진칼 주가 변동폭 커질 수 있어”,증권종목·투자전략,2019.04.08
‘조양호 별세’ 한진그룹주는 초 강세,증권국내증시,2019.04.08
"<유>진에어, 3.82% 오르며 체결강도 강세 지속(217%)",증권News봇,2019.04.08
"[주요 기업 오너·CEO 작년 연봉] 이재현 160억 '연봉 킹'.., '샐러리맨 신화' 권오현은 70억",증권국내증시,2019.04.02
"[주요 기업 오너·CEO 작년 연봉] 이재현 160억 '연봉 킹'.., '샐러리맨 신화' 권오현은 70억",증권국내증시,2019.04.01
"<유>진에어, 3.03% 오르며 체결강도 강세 지속(283%)",증권News봇,2019.04.01
"<유>진에어, 3.03% 오르며 체결강도 강세 지속(329%)",증권News봇,2019.04.01
"“진에어, 규제 해소 기대감에 실적 호조”-KTB투자증권",증권국내증시,2019.04.01
